system,scale,paper_id,domain,extractive_density,summary_length_words,longdocfactscore
teacher,70B,2604.19938v1,math,1.899581589958159,239,-4.165771484375
teacher,70B,2604.19944v1,physics,1.5084745762711864,236,-4.369921875
teacher,70B,2604.20007v1,physics,2.4151785714285716,224,-4.095486111111111
teacher,70B,2604.20009v1,math,2.1416666666666666,240,-5.105646306818182
teacher,70B,2604.20036v1,physics,3.603238866396761,247,-3.607142857142857
teacher,70B,2604.20044v2,math,2.1471861471861473,231,-4.7294921875
teacher,70B,2604.20107v1,math,2.2268518518518516,216,-4.255615234375
teacher,70B,2604.20257v1,math,3.124031007751938,258,-3.175537109375
teacher,70B,2604.20284v1,physics,2.7161016949152543,236,-4.676025390625
teacher,70B,2604.20422v1,math,2.292490118577075,253,-4.238715277777778
teacher,70B,2604.20463v1,physics,2.6099585062240664,241,-3.8682725694444446
teacher,70B,2604.20484v1,physics,1.973568281938326,227,-4.831473214285714
teacher,70B,2604.20589v1,math,3.405511811023622,254,-3.8662109375
teacher,70B,2604.20633v1,math,3.5555555555555554,234,-4.42333984375
teacher,70B,2604.20682v1,cs,2.25531914893617,235,-4.673828125
teacher,70B,2604.20744v1,cs,4.01673640167364,239,-4.201822916666667
teacher,70B,2604.20745v1,cs,4.171673819742489,233,-4.041883680555555
teacher,70B,2604.20746v1,cs,3.146118721461187,219,-3.676060267857143
teacher,70B,2604.20750v1,math,2.048582995951417,247,-4.38720703125
teacher,70B,2604.20777v1,cs,3.6798418972332017,253,-3.70703125
teacher,70B,2604.20791v1,cs,2.937238493723849,239,-4.694010416666667
teacher,70B,2604.20800v1,cs,2.939655172413793,232,-4.6890625
teacher,70B,2604.20807v1,cs,1.9761904761904763,252,-4.18984375
teacher,70B,2604.20810v1,cs,4.406639004149378,241,-3.6986083984375
teacher,70B,2604.20900v1,math,2.3595041322314048,242,-3.843532986111111
teacher,70B,2604.20939v1,physics,3.0464135021097047,237,-5.162326388888889
teacher,70B,2604.20949v1,cs,5.011811023622047,254,-3.7970703125
teacher,70B,2604.20963v1,physics,2.4174311926605503,218,-3.64111328125
teacher,70B,2604.20969v1,physics,2.9066666666666667,225,-3.5772569444444446
teacher,70B,2604.20972v1,cs,3.4391304347826086,230,-5.532366071428571
teacher,70B,2604.21003v1,cs,2.611814345991561,237,-4.17578125
teacher,70B,2604.21028v1,cs,2.128630705394191,241,-4.867621527777778
teacher,70B,2604.21052v1,cs,4.040983606557377,244,-2.972439236111111
teacher,70B,2604.21053v1,cs,3.283333333333333,240,-4.572699652777778
teacher,70B,2604.21054v1,physics,2.341880341880342,234,-3.7065972222222223
teacher,70B,2604.21076v1,cs,2.3632286995515694,223,-4.696044921875
teacher,70B,2604.21084v1,cs,2.3862660944206007,233,-4.267933238636363
teacher,70B,2604.21120v1,cs,2.614406779661017,236,-3.7876953125
teacher,70B,2604.21143v1,math,2.4545454545454546,231,-4.906575520833333
teacher,70B,2604.21177v1,math,3.6,230,-4.035373263888889
teacher,70B,2604.21198v1,cs,1.6347826086956523,230,-4.68798828125
teacher,70B,2604.21200v1,math,2.389344262295082,244,-4.338623046875
teacher,70B,2604.21207v1,physics,2.956896551724138,232,-3.654052734375
teacher,70B,2604.21211v1,cs,2.9504504504504503,222,-3.75439453125
teacher,70B,2604.21235v1,cs,2.5606694560669454,239,-4.392795138888889
teacher,70B,2604.21261v1,cs,2.6077586206896552,232,-4.186197916666667
teacher,70B,2604.21264v1,cs,2.6408163265306124,245,-4.23515625
teacher,70B,2604.21265v1,cs,3.3823529411764706,238,-4.23203125
teacher,70B,2604.21277v1,cs,2.5659574468085107,235,-4.535590277777778
teacher,70B,2604.21291v1,cs,3.0635593220338984,236,-3.998046875
teacher,70B,2604.21301v1,physics,3.11336032388664,247,-4.2388671875
teacher,70B,2604.21310v1,cs,2.2985781990521326,211,-4.119140625
teacher,70B,2604.21335v1,cs,4.616666666666666,240,-4.10078125
teacher,70B,2604.21362v1,cs,2.483050847457627,236,-4.50439453125
teacher,70B,2604.21363v1,cs,3.3518518518518516,216,-3.9578683035714284
teacher,70B,2604.21375v1,cs,3.406926406926407,231,-3.9661458333333335
teacher,70B,2604.21389v1,math,2.633744855967078,243,-4.535245028409091
teacher,70B,2604.21412v1,cs,1.7012987012987013,231,-5.255859375
teacher,70B,2604.21416v1,cs,2.078189300411523,243,-4.478081597222222
teacher,70B,2604.21428v1,cs,3.2794759825327513,229,-4.156005859375
teacher,70B,2604.21435v1,cs,3.630434782608696,230,-4.0947265625
teacher,70B,2604.21441v1,physics,1.7896995708154506,233,-4.078683035714286
teacher,70B,2604.21465v1,cs,2.560344827586207,232,-4.407958984375
teacher,70B,2604.21491v1,cs,2.445945945945946,222,-4.62451171875
teacher,70B,2604.21510v1,cs,3.1774891774891776,231,-3.5362413194444446
teacher,70B,2604.21515v1,cs,2.991489361702128,235,-3.6879340277777777
teacher,70B,2604.21528v1,physics,2.90990990990991,222,-4.489366319444445
teacher,70B,2604.21529v1,cs,1.7316017316017316,231,-4.30224609375
teacher,70B,2604.21541v1,cs,2.7379912663755457,229,-3.970486111111111
teacher,70B,2604.21558v1,math,3.1956521739130435,230,-3.5690104166666665
teacher,70B,2604.21573v1,cs,3.925311203319502,241,-3.3661024305555554
teacher,70B,2604.21588v1,math,2.1059322033898304,236,-4.359700520833333
teacher,70B,2604.21611v1,cs,2.9753086419753085,243,-3.8639322916666665
teacher,70B,2604.21632v1,cs,1.9672131147540983,244,-5.17578125
teacher,70B,2604.21649v1,cs,3.9631147540983607,244,-3.683810763888889
teacher,70B,2604.21673v1,cs,1.9538461538461538,260,-4.6962890625
teacher,70B,2604.21674v1,math,1.6536796536796536,231,-4.800564236111111
teacher,70B,2604.21693v1,cs,2.0294117647058822,238,-5.444444444444445
teacher,70B,2604.21708v1,physics,3.589958158995816,239,-3.7977430555555554
teacher,70B,2604.21761v1,cs,2.6623376623376624,231,-3.5733816964285716
teacher,70B,2604.21776v1,cs,2.524793388429752,242,-4.308376736111111
teacher,70B,2604.21821v1,math,2.1750972762645913,257,-3.8671875
teacher,70B,2604.21832v1,physics,2.927601809954751,221,-4.280164930555555
teacher,70B,2604.21841v1,cs,2.347639484978541,233,-4.081163194444445
teacher,70B,2604.21865v1,math,3.9957446808510637,235,-4.383649553571429
teacher,70B,2604.21868v1,math,2.2320675105485233,237,-3.988525390625
teacher,70B,2604.21896v1,cs,2.430962343096234,239,-4.1732421875
teacher,70B,2604.21921v1,cs,3.0638297872340425,235,-3.884486607142857
